Gene ID;Gene Name or Symbol;Product Description;Variantome;Fraschka;ChIP on ChIP;Our ChIP seq;Likely Variant ;Final LC;Final Customized;Final HC
PF3D7_1404500;RRP5;rRNA biogenesis protein RRP5, putative;;;;;;;;
PF3D7_1404600;ACalpha;adenylyl cyclase alpha;;;;;;;;
PF3D7_1404700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1404800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1404900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1405000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1405100;N/A;GTPase-activating protein, putative;;;;;;;;
PF3D7_1405200;BET5;trafficking protein particle complex subunit 1, putative;;;;;;;;
PF3D7_1405300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1405400;MutS;DNA mismatch repair protein, putative;;;;;;;;
PF3D7_1405500;CBWD1;COBW domain-containing protein 1, putative;;;;;;;;
PF3D7_1405600;RNR;ribonucleoside-diphosphate reductase small chain, putative;;;;;;;;
PF3D7_1405700;N/A;RING zinc finger protein, putative;;;;;;;;
PF3D7_1405800;BOP1;ribosome biogenesis protein BOP1, putative;;;;;;;;
PF3D7_1405900;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_1406000;RBM8A;RNA-binding protein 8A, putative;;;;;;;;
PF3D7_1406100;N/A;tubby domain-containing protein, putative;;;;;;;;
PF3D7_1406200;SPT6;transcription elongation factor SPT6, putative;;;;;;;;
PF3D7_1406300;GDPD;glycerophosphodiester phosphodiesterase;;;;;;;;
PF3D7_1406400;PPR;pentatricopeptide repeat domain-containing protein, putative;;;;;;;;
PF3D7_1406500;WDR65;WD repeat-containing protein 65, putative;;;;;;;;
PF3D7_1406600;ClpC;ATP-dependent Clp protease regulatory subunit ClpC;;;;;;;;
PF3D7_1406700;VPS29;vacuolar protein sorting-associated protein 29;;;;;;;;
PF3D7_1406800;GAPM3;glideosome associated protein with multiple membrane spans 3;;;;;;;;
PF3D7_1406900;RlmN;radical SAM protein, putative;;;;;;;;
PF3D7_1407000;CCp3;LCCL domain-containing protein;;;;;;;;
PF3D7_1407100;NOP1;rRNA 2'-O-methyltransferase fibrillarin, putative;;;;;;;;
PF3D7_1407200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1407300;PRP38B;pre-mRNA-splicing factor 38B, putative;;;;;;;;
PF3D7_1407400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1407500;N/A;multifunctional methyltransferase subunit TRM112, putative;;;;;;;;
PF3D7_1407600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1407700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1407800;PM4;plasmepsin IV;;;;;;;;
PF3D7_1407900;PMI;plasmepsin I;;;;;;;;
PF3D7_1408000;PMII;plasmepsin II;;;;;;;;
PF3D7_1408100;PMIII;plasmepsin III;;;;;;;;
PF3D7_1408200;ApiAP2;AP2 domain transcription factor AP2-G2, putative;;;;;;;;
PF3D7_1408300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1408400;FANCJ;FANCJ-like helicase, putative;;;;;;;;
PF3D7_1408500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1408600;N/A;40S ribosomal protein S8e, putative;;;;;;;;
PF3D7_1408700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1408800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1408900;N/A;tRNA-dihydrouridine synthase, putative;;;;;;;;
PF3D7_1409000;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1409100;N/A;aldo-keto reductase, putative;;;;;;;;
PF3D7_1409200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1409300;DDI1;DNA damage-inducible protein 1, putative;;;;;;;;
PF3D7_1409400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1409500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1409600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1409700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1409800;CELF2;CUGBP Elav-like family member 2, putative;;;;;;;;
PF3D7_1409900;CDS;cytidine diphosphate-diacylglycerol synthase;;;;;;;;
PF3D7_1410000;EMC2;ER membrane protein complex subunit 2, putative;;;;;;;;
PF3D7_1410100;N/A;alpha/beta hydrolase, putative;;;;;;;;
PF3D7_1410200;CTPS;CTP synthase;;;;;;;;
PF3D7_1410300;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1410400;RAP1;rhoptry-associated protein 1;;;;;;;;
PF3D7_1410500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1410600;eIF2gamma;eukaryotic translation initiation factor 2 subunit gamma, putative;;;;;;;;
PF3D7_1410700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1410800;N/A;ankyrin-repeat protein, putative;;;;;;;;
PF3D7_1410900;N/A;ribosome maturation protein SBDS, putative;;;;;;;;
PF3D7_1411000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1411100;N/A;conserved Plasmodium membrane protein, unknown function, unspecified product;;;;;;;;
PF3D7_1411200;ROM8;rhomboid protease ROM8;;;;;;;;
PF3D7_1411300;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1411400;PREX;plastid replication-repair enzyme;;;;;;;;
PF3D7_1411500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1411600;Obg1;GTP-binding protein Obg1;;;;;;;;
PF3D7_1411700;N/A;methyltransferase, putative;;;;;;;;
PF3D7_1411800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1411900;N/A;p1/s1 nuclease, putative;;;;;;;;
PF3D7_1412000;N/A;p1/s1 nuclease, putative;;;;;;;;
PF3D7_1412100;MCMBP;mini-chromosome maintenance complex-binding protein, putative;;;;;;;;
PF3D7_1412200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1412300;NTF2;nuclear transport factor 2, putative;;;;;;;;
PF3D7_1412400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1412500;ACT2;actin II;;;;;;;;
PF3D7_1412600;DHS;deoxyhypusine synthase;;;;;;;;
PF3D7_1412700;N/A;AAA family ATPase, putative;;;;;;;;
PF3D7_1412800;NMT;glycylpeptide N-tetradecanoyltransferase;;;;;;;;
PF3D7_1412900;N/A;ubiquitin-conjugating enzyme E2, putative;;;;;;;;
PF3D7_1413000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1413100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1413200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1413300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1413400;N/A;30S ribosomal protein S9, putative;;;;;;;;
PF3D7_1413500;SufC;FeS assembly ATPase SufC;;;;;;;;
PF3D7_1413600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1413700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1413800;DPH1;diphthamide biosynthesis protein 1, putative;;;;;;;;
PF3D7_1413900;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1414000;RPN13;26S proteasome regulatory subunit RPN13, putative;;;;;;;;
PF3D7_1414100;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1414200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1414300;N/A;60S ribosomal protein L10, putative;;;;;;;;
PF3D7_1414400;PP1;serine/threonine protein phosphatase PP1;;;;;;;;
PF3D7_1414500;ABCk2;atypical protein kinase, ABC-1 family, putative;;;;;;;;
PF3D7_1414600;Pgt1;mRNA-capping enzyme subunit alpha;;;;;;;;
PF3D7_1414700;N/A;ubiquitin carboxyl-terminal hydrolase, putative;;;;;;;;
PF3D7_1414800;SMB1;small nuclear ribonucleoprotein-associated protein B, putative;;;;;;;;
PF3D7_1414900;N/A;ATP-dependent protease, putative;;;;;;;;
PF3D7_1415000;UDG;uracil-DNA glycosylase;;;;;;;;
PF3D7_1415100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1415200;N/A;DNA-directed RNA polymerases I and III subunit RPAC2, putative;;;;;;;;
PF3D7_1415300;N/A;RNA-binding protein Nova-1, putative;;;;;;;;
PF3D7_1415400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1415500;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1415600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1415700;SPT;serine palmitoyltransferase, putative;;;;;;;;
PF3D7_1415800;KsgA1;ribosomal RNA small subunit methyltransferase A1;;;;;;;;
PF3D7_1415900;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1416000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1416100;SEY1;protein SEY1, putative;;;;;;;;
PF3D7_1416200;MCA3;metacaspase-3, putative;;;;;;;;
PF3D7_1416300;N/A;N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative;;;;;;;;
PF3D7_1416400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1416500;GDH1;NADP-specific glutamate dehydrogenase;;;;;;;;
PF3D7_1416600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1416700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1416800;KRS2;lysine--tRNA ligase, putative;;;;;;;;
PF3D7_1416900;N/A;prefoldin subunit 2, putative;;;;;;;;
PF3D7_1417000;IMC1l;inner membrane complex protein 1l;;;;;;;;
PF3D7_1417100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1417200;N/A;NOT family protein, putative;;;;;;;;
PF3D7_1417300;ATG4;cysteine protease ATG4, putative;;;;;;;;
PF3D7_1417400;EPAC;rap guanine nucleotide exchange factor, putative, pseudogene;;;;;;;;
PF3D7_1417500;CBF5;H/ACA ribonucleoprotein complex subunit 4, putative;;;;;;;;
PF3D7_1417600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1417700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1417800;MCM2;DNA replication licensing factor MCM2;;;;;;;;
PF3D7_1417900;N/A;ATP synthase-associated protein, putative;;;;;;;;
PF3D7_1418000;UFD1;ubiquitin fusion degradation protein 1, putative;;;;;;;;
PF3D7_1418100;LISP1;liver specific protein 1, putative;;;;;;;;
PF3D7_1418200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1418300;N/A;calmodulin, putative;;;;;;;;
PF3D7_1418400;N/A;tRNA Proline;;;;;;;;
PF3D7_1418500;N/A;5S ribosomal RNA;;;;;;;;
PF3D7_1418600;N/A;5S ribosomal RNA;;;;;;;;
PF3D7_1418700;N/A;5S ribosomal RNA;;;;;;;;
PF3D7_1418800;N/A;signal recognition particle RNA;;;;;;;;
PF3D7_1418900;DBP4;ATP-dependent RNA helicase DBP4, putative;;;;;;;;
PF3D7_1419000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1419100;SPB4;ATP-dependent rRNA helicase SPB4, putative;;;;;;;;
PF3D7_1419200;ATrx1;thioredoxin-like protein, putative;;;;;;;;
PF3D7_1419300;GST;glutathione S-transferase;;;;;;;;
PF3D7_1419400;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1419500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1419600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1419700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1419800;GR;glutathione reductase;;;;;;;;
PF3D7_1419900;CPSF4;cleavage and polyadenylation specificity factor subunit 4, putative;;;;;;;;
PF3D7_1420000;SF3B4;splicing factor 3B subunit 4, putative;;;;;;;;
PF3D7_1420100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1420200;UNC;myosin-specific chaperone UNC, putative;;;;;;;;
PF3D7_1420300;HEP1;DNL-type zinc finger protein;;;;;;;;
PF3D7_1420400;GlyRS;glycine--tRNA ligase;;;;;;;;
PF3D7_1420500;N/A;protein GPR89, putative;;;;;;;;
PF3D7_1420600;PANK1;pantothenate kinase 1, putative;;;;;;;;
PF3D7_1420700;P113;surface protein P113;;;;;;;;
PF3D7_1420800;N/A;dynein light chain, putative;;;;;;;;
PF3D7_1420900;N/A;mannose-1-phosphate guanyltransferase, putative;;;;;;;;
PF3D7_1421000;N/A;DIX domain-containing protein, putative;;;;;;;;
PF3D7_1421100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1421150;N/A;C/D small nucleolar RNA;;;;;;;;
PF3D7_1421200;RPS25;40S ribosomal protein S25;;;;;;;;
PF3D7_1421300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1421400;RPC34;DNA-directed RNA polymerase III subunit RPC6, putative;;;;;;;;
PF3D7_1421500;TIM8;mitochondrial import inner membrane translocase subunit TIM8, putative;;;;;;;;
PF3D7_1421600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1421700;N/A;unspecified product;;;;;;;;
PF3D7_1421800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1421900;CTR2;copper transporter, putative;;;;;;;;
PF3D7_1422000;COX14;cytochrome c oxidase assembly protein COX14, putative;;;;;;;;
PF3D7_1422100;N/A;mitochondrial ribosomal protein L21 precursor, putative;;;;;;;;
PF3D7_1422200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1422300;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1422400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1422500;HRD1;ERAD-associated E3 ubiquitin-protein ligase HRD1;;;;;;;;
PF3D7_1422600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1422700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1422800;ARP4a;actin-related protein, putative;;;;;;;;
PF3D7_1422900;N/A;14-3-3 protein, putative;;;;;;;;
PF3D7_1423000;NOG2;nucleolar GTP-binding protein 2, putative;;;;;;;;
PF3D7_1423100;N/A;ankyrin-repeat protein, putative;;;;;;;;
PF3D7_1423200;CYP52;peptidyl-prolyl cis-trans isomerase;;;;;;;;
PF3D7_1423300;PP7;serine/threonine protein phosphatase 7;;;;;;;;
PF3D7_1423400;N/A;conserved Plasmodium membrane protein, unknown function;YES;YES - HC;;YES;;YES;YES;YES
PF3D7_1423500;N/A;conserved Plasmodium protein, unknown function;YES;;;;;YES;;
PF3D7_1423600;N/A;calcium-dependent protein kinase, putative;;;;;;;;
PF3D7_1423700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1423800;VPS3;vacuolar protein sorting-associated protein 3, putative;;;;;;;;
PF3D7_1423900;N/A;small nucleolar RNA snoR23;;;;;;;;
PF3D7_1424000;N/A;small nucleolar RNA snoR24;;;;;;;;
PF3D7_1424100;RPL5;60S ribosomal protein L5, putative;;;;;;;;
PF3D7_1424200;N/A;small nucleolar RNA snoR25;;;;;;;;
PF3D7_1424300;N/A;small nucleolar RNA snoR26;;;;;;;;
PF3D7_1424400;N/A;60S ribosomal protein L7-3, putative;;;;;;;;
PF3D7_1424500;N/A;small nucleolar RNA snoR27;;;;;;;;
PF3D7_1424600;N/A;small nucleolar RNA snoR28;;;;;;;;
PF3D7_1424700;N/A;small nucleolar RNA snoR29;;;;;;;;
PF3D7_1424800;N/A;unspecified product;;;;;;;;
PF3D7_1424900;N/A;small nucleolar RNA snoR30;;;;;;;;
PF3D7_1425000;N/A;Plasmodium RNA of unknown function RUF4;;;;;;;;
PF3D7_1425100;N/A;small nucleolar RNA snoR31;;;;;;;;
PF3D7_1425200;N/A;enoyl-CoA hydratase, putative;;;;;;;;
PF3D7_1425300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1425400;N/A;DEAD/DEAH box helicase, putative;;;;;;;;
PF3D7_1425500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1425600;N/A;zinc finger protein, putative;;YES - HC;;YES;;YES;YES;YES
PF3D7_1425700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1425800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1425900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1426000;RPL21;60S ribosomal protein L21;;;;;;;;
PF3D7_1426100;BTF3;transcription factor BTF3, putative;;;;;;;;
PF3D7_1426200;PRMT1;protein arginine N-methyltransferase 1;;;;;;;;
PF3D7_1426300;N/A;dynein intermediate chain, putative;;;;;;;;
PF3D7_1426400;N/A;MORN repeat protein, putative;;;;;;;;
PF3D7_1426500;ABCG2;ABC transporter G family member 2;;;;;;;;
PF3D7_1426600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1426700;PEPC;phosphoenolpyruvate carboxylase;;;;;;;;
PF3D7_1426800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1426900;QCR6;cytochrome b-c1 complex subunit 6, putative;;;;;;;;
PF3D7_1427000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1427100;N/A;lipase, putative;;;;;;;;
PF3D7_1427200;Sel4;selenoprotein;;;;;;;;
PF3D7_1427300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1427400;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1427500;MSH2-1;DNA mismatch repair protein MSH2, putative;;;;;;;;
PF3D7_1427600;MIT3;CorA-like Mg2+ transporter protein, putative;;;;;;;;
PF3D7_1427700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1427800;RRP41;exosome complex component RRP41;;;;;;;;
PF3D7_1427900;N/A;leucine-rich repeat protein;;;;;;;;
PF3D7_1428000;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1428100;WBP11;WW domain-binding protein 11, putative;;;;;;;;
PF3D7_1428200;MFS5;major facilitator superfamily domain-containing protein, putative;;;;;;;;
PF3D7_1428300;N/A;proliferation-associated protein 2g4, putative;;;;;;;;
PF3D7_1428400;WDTC1;WD and tetratricopeptide repeats protein 1, putative;;;;;;;;
PF3D7_1428500;N/A;protein kinase, putative;;;;;;;;
PF3D7_1428600;RF1;peptide chain release factor 1;;;;;;;;
PF3D7_1428700;N/A;heme/steroid binding domain containing protein, putative;;;;;;;;
PF3D7_1428800;N/A;transcription initiation TFIID-like, putative;;;;;;;;
PF3D7_1428900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1429000;N/A;protein archease, putative;;;;;;;;
PF3D7_1429100;N/A;apicoplast ribosomal protein L15 precursor, putative;;;;;;;;
PF3D7_1429200;ApiAP2;AP2 domain transcription factor AP2-O3, putative;;;;;;;;
PF3D7_1429300;N/A;CPW-WPC family protein;;;;;;;;
PF3D7_1429400;N/A;rRNA (adenosine-2'-O-)-methyltransferase, putative;;;;;;;;
PF3D7_1429500;DPH2;diphthamide biosynthesis protein 2, putative;;;;;;;;
PF3D7_1429600;GEXP03;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1429700;N/A;mitochondrial ribosomal protein L15 precursor, putative;;;;;;;;
PF3D7_1429800;N/A;coatomer subunit beta, putative;;;;;;;;
PF3D7_1429900;WRN;ADP-dependent DNA helicase RecQ;;;;;;;;
PF3D7_1430000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1430100;PTPA;serine/threonine protein phosphatase 2A activator;;;;;;;;
PF3D7_1430200;PMIX;plasmepsin IX;;;;;;;;
PF3D7_1430300;N/A;acid phosphatase, putative;;;;;;;;
PF3D7_1430400;ATG5;autophagy protein 5, putative;;;;;;;;
PF3D7_1430500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1430600;N/A;endonuclease/exonuclease/phosphatase family protein, putative;;;;;;;;
PF3D7_1430700;GDH2;NADP-specific glutamate dehydrogenase;;;;;;;;
PF3D7_1430800;PIP3;PhIL1 interacting protein PIP3;YES;;;;;YES;;
PF3D7_1430900;COX2;cytochrome c oxidase subunit 2, putative;;;;;;;;
PF3D7_1431000;N/A;mitochondrial ribosomal protein L17-2 precursor, putative;;;;;;;;
PF3D7_1431100;PIP2;PhIL1 interacting protein PIP2;YES;;;;;YES;;
PF3D7_1431200;N/A;OST-HTH associated domain protein, putative;;;;;;;;
PF3D7_1431300;LSG1;large subunit GTPase 1, putative;;;;;;;;
PF3D7_1431400;SRA;surface-related antigen SRA;;;;;;;;
PF3D7_1431500;MAPK1;mitogen-activated protein kinase 1;;;;;;;;
PF3D7_1431600;N/A;succinyl-CoA ligase [ADP-forming] subunit beta, putative;;;;;;;;
PF3D7_1431700;N/A;60S ribosomal protein L14, putative;;;;;;;;
PF3D7_1431800;E-NTPDase;apyrase, putative;;;;;;;;
PF3D7_1431900;ISC3;inner membrane complex suture component, putative;;;;;;;;
PF3D7_1432000;SYN11;syntaxin, Qa-SNARE family;;;;;;;;
PF3D7_1432100;N/A;voltage-dependent anion-selective channel protein, putative;;;;;;;;
PF3D7_1432200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1432300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1432400;LRR5;leucine-rich repeat protein;;;;;;;;
PF3D7_1432500;N/A;RNA methyltransferase, putative;;;;;;;;
PF3D7_1432600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1432700;N/A;protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative;;;;;;;;
PF3D7_1432800;N/A;HP12 protein homolog, putative;;;;;;;;
PF3D7_1432900;N/A;SF-assemblin, putative;;;;;;;;
PF3D7_1433000;NOP10;H/ACA ribonucleoprotein complex subunit 3, putative;;;;;;;;
PF3D7_1433100;N/A;HID1 domain-containing protein, putative;;;;;;;;
PF3D7_1433200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1433300;N/A;chromatin assembly factor 1 P55 subunit, putative;;;;;;;;
PF3D7_1433400;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1433500;TOP2;DNA topoisomerase 2;;;;;;;;
PF3D7_1433600;SPC1;signal peptidase complex subunit SPC1, putative;;;;;;;;
PF3D7_1433700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1433800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1433900;N/A;protein kinase, putative;;;;;;;;
PF3D7_1434000;CAF16;CCR4-associated factor 16, putative;;;;;;;;
PF3D7_1434100;N/A;queuine tRNA-ribosyltransferase, putative;;;;;;;;
PF3D7_1434200;CAM;calmodulin;;;;;;;;
PF3D7_1434300;HOP;Hsp70/Hsp90 organizing protein;;;;;;;;
PF3D7_1434400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1434500;N/A;dynein-related AAA-type ATPase, putative;;;;;;;;
PF3D7_1434600;METAP2;methionine aminopeptidase 2;;;;;;;;
PF3D7_1434700;TIM17;mitochondrial import inner membrane translocase subunit TIM17, putative;;;;;;;;
PF3D7_1434800;N/A;mitochondrial acidic protein MAM33, putative;;;;;;;;
PF3D7_1434900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1435000;COX15;cytochrome c oxidase assembly protein COX15, putative;;;;;;;;
PF3D7_1435100;N/A;ribonuclease H2 subunit B, putative;;;;;;;;
PF3D7_1435200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1435300;N/A;glutamate synthase [NADH], putative;;;;;;;;
PF3D7_1435400;EMC4;ER membrane protein complex subunit 4, putative;;;;;;;;
PF3D7_1435500;N/A;clathrin light chain, putative;;;;;;;;
PF3D7_1435600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
